	id	text	hashtags
49	1460724323317166086	b'@Bosslogic @SimuLiu @shangchi @pimpinthemaking this is a sigh for u to watch the movie'	[]
50	1460722600498376704	b'@SimuLiu @sesamestreet Very cool, dude.  Very cool.  By the way, watched @shangchi twice after it made it to @disneyplus.'	[]
51	1460722410727084038	b'@SimuLiu @shangchi you know damn well asian dont use this...  they just pretend to or not admit it...cuz its culturally unacceptable... outside of china'	[]
52	1460721591969591297	"b""RT @aidel49684306: I noticed a few live action sakuga moments in Shang Chi:\\n1st one is Nakamura's breakdancing set up for attacking: \\n\\n2nd\\u2026"""	[]
53	1460721242965569536	b'The mid-credits scene of @shangchi is my happy place.'	[]
54	1460721137688715268	b'RT @BugsBunny314: @bugs314 @UniversalPics @mgmstudios @007 @Beyonce @ASP @fp_coalition @ASPCA @nokidhungry @GirlUp @girleffect @girlsallian\\u2026'	[]
55	1460720925452734467	b'@flopcomplex I remember when ppl were hyping up shangchi bc they went for more Chinese style fight scenes and choreography but in the end they strapped on their bullet proof army suits and fought on a dark cliff. Fucking disappointment'	[]
56	1460720077460971524	"b""I just recently watched @shangchi anddd the fight scene between Shang-Chi's Mother v his Father was BEAUTIFULLY composed. As an avid Matrix fan, I could see the parallels of the camera movement with Bill Pope as the cinematographer!!"""	[]
57	1460719010274705409	b'I was dining with dear friends at a fine little Thai restaurant (Chiang Mai House) in Boise ID last night ahead of seeing @TheEternals. Said restaurant had @shangchi playing with English subtitles in the main dining area which was just too perfect. @SimuLiu'	[]
58	1460717653581078531	b'RT @do0hwa: zuko and katara as wenwu and ying li\\n(At the back of my mind I couldn\\u2019t stop thinking that their fight styles were like fire an\\u2026'	[]
59	1460716749167333377	b'@Bosslogic @wongrel @SimuLiu @shangchi It\\u2019s soooooo \\U0001f525\\U0001f525\\U0001f525\\U0001f525\\U0001f525\\U0001f525\\U0001f525\\U0001f525\\U0001f525'	[]
60	1460716619257331715	b'@Bosslogic @wongrel @SimuLiu @shangchi Beautiful work, thanks for sharing it.'	[]
61	1460715858850988033	b'new publication from https://t.co/LIwynfPPwP ShangChi Star Simu Liu to Help Introduce ... https://t.co/Su7rODJr6g https://t.co/AGEOGQwlEl'	[]
62	1460715349440180234	b'RT @CalebABorchers: If you really are bothered by Ridley Scott picking on Marvel movies, watch the @shangchi Assembled episode. Really cool\\u2026'	[]
63	1460714628485427200	b'RT @ThatKevinSmith: I\\u2019m over here shooting webs, waiting to see a trailer with Spider-MEN! Eagerly anticipating 8pmPST tonight! (Trailer dr\\u2026'	[]
64	1460714200901246986	b'If you really are bothered by Ridley Scott picking on Marvel movies, watch the @shangchi Assembled episode. Really cool to see Ben Kingsley gush about his MCU experience.'	[]
65	1460713627997163526	b'@ShangChi is already one of my favorite @MarvelStudios movies. \\U0001f642 https://t.co/mdGHWOndeI'	[]
66	1460712171361419269	b'@Bosslogic @wongrel @SimuLiu @shangchi I still haven\\u2019t sat through an official viewing. It means we\\u2019re really working on something BIGGER in our lives. Bless up!'	[]
67	1460711059011080192	b'@ThatKevinSmith @marcbernardin @SpiderManMovie @shangchi @TheEternals And what if they save it for the movie?'	[]
68	1460710479802818567	"b""RT @SimuLiu: @spiderholland13 @shangchi I don't want to brag but I also voiced the dragon."""	[]
69	1460710466553004032	"b""@SimuLiu @shangchi He's sooooooooo hot"""	[]
70	1460710332616167429	"b""RT @jedisypha: xialing shang-chi shangchi shang chi and the legend of ten rings movie marvel mcu meng'er zhang wenwu tony leung simu liu yi\\u2026"""	[]
71	1460709664337842178	b'SHANGCHI IS ON DISNEY PLUS AND I FINALLY HAVE TIME TO WATCH IT SO IM COMING BACK TO THIS ACCOUNT BAJDJWH R'	[]
72	1460708030379552769	b'RT @KellieHwang: This was such a fun story to write! I even rewatched the bus scene to make sure I got details right. Thanks @that_mc for c\\u2026'	[]
73	1460705775656050688	b'RT @AlexandrWilhelm: @C_Shangchi @CryptoZoroo $MXS will do an easy 100x at launch!'	[]
74	1460705269780860930	b'//; gonna finish shangchi while i do this lmfao https://t.co/eNSWeUzN21'	[]
75	1460704945951367174	b'RT @Bhagyashree137: I just watched Shangchi and it is the most beautiful movie that I have ever seen https://t.co/Bb42VFYV42'	[]
76	1460704193354817540	b'@Bosslogic @wongrel @SimuLiu @shangchi Shang Chi used his digivice to call Seadramon https://t.co/fLibEDf6ZC'	[]
77	1460704010915270659	b'Akwafina is a terrible cast for shangchi , oh I hate it'	[]
78	1460702537078738948	b'@KrisChongSg @CTmagazine @shangchi @mingpaocom Oh I thought it\\u2019s just Stephen Chow. I kinda hope Leung got an Oscar for his supporting role - he defo outshines other actors/actresses.'	[]
79	1460702125059682311	b'@SimuLiu @OldSpice @shangchi Haha that was good'	[]
80	1460702103949746176	b'@morgihurd @shangchi My favorite commentary on the movie was written about the bus fight scene by a real bus operator for MUNI: https://t.co/xOyuL9d3iy'	[]
81	1460701943324495876	b'Lemme go see what these deleted scenes doin https://t.co/e1jxmB1hiE'	[]
82	1460701733894590467	b'@shangchi is the first Marvel movie that my mom has asked to re-watch. A request I am happy to oblige. Thanks @SimuLiu, we both can\\u2019t wait to see what comes next!! \\U0001f5a4'	[]
83	1460701669189115911	b'safe to say im caught up again with mcu i was only like 2 movies to watch black widow nd shangchi i watched over the wknd'	[]
84	1460701488867545088	"b""It's on my TBW list. I'll watch it don't worry, when I don't know https://t.co/KRh5q2wPrI"""	[]
85	1460701097576714241	b'RT @chetiquette: @SimuLiu @shangchi I remember watching Spider-Man: Homecoming and rooting for Peter and MJ to just be friends. I loved Far\\u2026'	[]
86	1460701075972005899	b'RT @keshxn1: ten rings \\n\\nalternate poster for @shangchi\\n\\nsupport is appreciated! https://t.co/8UE3qRcTja'	[]
87	1460699512612130817	"b'""If you aim at nothing, you will hit nothing."" -@shangchi \\n\\nAKA Without goals in life, you will continually wander.'"	[]
88	1460699095777964033	b'RT @SimuLiu: That pitch was like 500% faster in my head \\U0001f61c GO GIANTS! @shangchi'	[]
89	1460698419916324869	b'RT @morgihurd: finally got to watch @shangchi and as suspected, I\\u2019m obsessed. i want to be xialing when i grow up'	[]
90	1460698360038440962	b'finally got to watch @shangchi and as suspected, I\\u2019m obsessed. i want to be xialing when i grow up'	[]
91	1460697809720647683	b'Last one standing is a very cool song that it went well with shangchi so this is worth posting. https://t.co/gKfazgM6UO'	[]
92	1460696789409931271	b'RT @EscaflowneClown: This is what I deserved in Black Panther but for whatever reason, the MCU wanted to make Shuri a teen and not the bada\\u2026'	[]
93	1460696666160484352	b'omg i watched shangchi and katy lives like a block away from my old job, this is a wenwu hate account, xialing katy gfs?, dragon!!!, and michelle yeoh is so beautiful'	[]
94	1460696437281341442	"b""RT @EscaflowneClown: I can't wait to see Shang-Chi in a full suit. He had the dragon scale armor made but now he needs the legs and shoes.\\u2026"""	[]
95	1460695141098868740	b'@ThatKevinSmith @marcbernardin @SpiderManMovie @shangchi @TheEternals What happened to Ned\\u2019s hair?!'	[]
96	1460695137596555266	b'@Bosslogic @wongrel @SimuLiu @shangchi That poster is amazing.'	[]
97	1460694998366953474	"b""The best marvel movie of this year \\U0001f44f\\U0001f44f honestly it's under advertised! https://t.co/uqVnpmVp0A"""	[]
98	1460694864392335371	b'@shangchi A great film'	[]
99	1460692345301909504	b'am i watching shangchi instead of my task sheet because i no longer have any braincells? yes.'	[]
100	1460692152967651336	b'@SimuLiu @OldSpice @shangchi What does a dragon blast smell like?'	[]
101	1460691737253347330	b'I just watched Shangchi and it is the most beautiful movie that I have ever seen https://t.co/Bb42VFYV42'	[]
102	1460690906475114506	b'@ThatKevinSmith @marcbernardin @SpiderManMovie @shangchi @TheEternals I hope @marcbernardin reviewing Eternals doesn\\u2019t mean he\\u2019s not working with Marvel anymore.'	[]
103	1460690626194952205	b'@Sarahhany_97 ShangChi and The Legend of The Rings\\nVenom2\\nNo time to die'	[]
104	1460690539590737922	b'The women of Shangchi!!\\U0001f90d\\U0001f90d\\U0001f6d0\\U0001f6d0 https://t.co/MHx2Wd2dbn'	[]
105	1460690512751460353	b'@SimuLiu @disneyplus @shangchi I\\u2019ve watched it 5 times already and regret never going to theaters to see it sooner \\U0001f622 but I loved it!!'	[]
106	1460690048337297411	b'@Bosslogic @wongrel @SimuLiu @shangchi Definitely felt like Dende summoned Shenron!'	[]
107	1460689514897321993	b'@my_thoughts038 You will enjoy it. It\\u2019s top Netflix movie ever. Marvels Shangchi the legend of ten rings is also available now.'	[]
108	1460689263675289602	"b""@OfficialTeam33 Im watching @shangchi it's brilliant 3\\ufe0f\\u20e33\\ufe0f\\u20e3"""	[]
109	1460689008590270466	"b""here's an article about this guy\\nhttps://t.co/hZwh8JRs6T"""	[]
110	1460688201807400962	b'Shangchi and the legend of the Ten Rings is simply a visual spectre. WOW! Why did it end so soon?\\n\\n@destindaniel, hats off for giving us a visual treat in the midst of this formless pandemic.\\n\\n@MarvelStudios'	[]
111	1460687248341491715	"b""@westviewhooker i didn't know Simu was cancelled? i watched ShangChi disney+ day and loved it!"""	[]
112	1460686743905128452	b'Omg I love @shangchi'	[]
113	1460685974439137288	b'@Bosslogic @wongrel @SimuLiu @shangchi Ok but marvel literally should just hire you to do official posters. Your quality is always so professional. So so so good.'	[]
114	1460685843207790599	b'@Stephenbenny_ Shangchi is winning'	[]
115	1460684136197197824	b'@tomsoscars SHANGCHI MY BELOVEDHEK'	[]
116	1460683922963152897	b'RT @RohitThayyil: This is a scene from the movie @shangchi.\\nWell, the beef in this scene has been changed to veg biriyani in Hindi dubbed v\\u2026'	[]
117	1460683869238136833	b'@Bosslogic @wongrel @SimuLiu @shangchi Easily one of the best Marvel movies.'	[]
118	1460683218164846600	b'@JulesHu863 @shangchi OMG The Mandarin \\U0001f602\\U0001f602\\U0001f602'	[]
119	1460683051294470149	"b'@ThatKevinSmith @marcbernardin @SpiderManMovie @shangchi @TheEternals Why watch the trailer?  You already know you are going to see the movie.  Why let things and scenes get spoiled for you?\\n\\nI prefer to be in ""lockdown mode"" before a big movie that I KNOW I\'m going to see is coming out.'"	[]
120	1460681393684594699	b'@SimuLiu @OldSpice @shangchi I love you, man, keep being awesome'	[]
121	1460681059075596291	b'@shangchi was so sick I want a sequel now!!!'	[]
122	1460679782430093318	b'@SFMarMendoza @that_mc @shangchi @disneyplus @KellieHwang we get it youre going out of business and need new subscribers'	[]
123	1460678924673843205	b'@Kadiveti23 @KenXyro @Bosslogic @wongrel @SimuLiu @shangchi Exactly .. the whole mythical beasts, martial arts based villages, dragon god and dark dimension reminded me soo much of Battle through the heavens and Tales of Demons and Gods (shame about how it turned out).'	[]
124	1460678430593150978	b'HUAAAAA ABES SHANGCHI ETERNALS VENOM 2 NO WAY HOMEEEE ANDDDDD THEN HARRY POTTER RETURN TO HOGWARTS??! \\n\\nBLOOOODY HELL! \\U0001f62d https://t.co/27JLyMTsb1'	[]
125	1460678367372451842	b'@RishabhR_Raina @KenXyro @Bosslogic @wongrel @SimuLiu @shangchi The whole tao lo realm was straight out of wuxia novels. Ex: BTTH ..'	[]
126	1460678100832772096	"b""@KenXyro @Bosslogic @wongrel @SimuLiu @shangchi I liked the movie but there were few things left out.\\n1. They didn't show anything about mandarin in the end. No emotion or anything\\n2. Mom scene, I wonder why there weren't any bodyguards when he was living in that castle in a no man's area/mountains\\nGood kun fu movie overall."""	[]
127	1460677194280099848	b'alright shangchi was gucci hahaha super enjoyable movie'	[]
128	1460676436075978760	b'@Bosslogic @wongrel @SimuLiu @shangchi I wish I could see it, I don\\u2019t even have a movie theater where I am, I am going to have to wait until it comes out so I can buy it to watch it'	[]
129	1460675935414456323	b'@Bosslogic @wongrel @SimuLiu @shangchi The Khan of Khans!!! https://t.co/6jMKAmH9DT'	[]
130	1460675366587191299	b'So\\u2026 @shangchi may very well be the best @Marvel movie (to me) thus far. \\U0001f633 Dethroning Dr. Strange and knocking Thor: Ragnarok and Black Panther down a notch! \\U0001f631 LOVED IT!!! It was fantastic from start to finish! Also Awkwafina is my hero. \\U0001f923\\u2764\\ufe0f It honestly didn\\u2019t even feel\\n1/2 https://t.co/OejK33AE6T'	[]
131	1460675162777563136	b'Shang chi and the ten rings is a damn good movie @shangchi @MarvelStudios @Marvel from a South African fan'	[]
132	1460673817802514433	b'FINALLY! I COULD WATCH THE MOVIE!!! \\U0001f62d\\n\\nThanks Disney+ https://t.co/KXqeaZopEJ'	[]
133	1460673604669087746	b'@JulesHu863 @shangchi I don\\u2019t like theaters, otherwise I would have gone to one to see it. Plus I\\u2019ve been trying to be careful Bcz Nola is this weekend, and I really don\\u2019t want to miss it! lol'	[]
134	1460673569017372674	b'@KenXyro @Bosslogic @wongrel @SimuLiu @shangchi The Ta Lo village stuff was straight outta wuxia novels and I LOVED IT ! I want most mystical/fantasy realms in the MCU.'	[]
135	1460673084084555778	"b""@disneyplus @shangchi \\nFinally watched this incredible beautiful action packed movie. Loved the story line, actors and effects! Wow! Can't wait for Part II https://t.co/2FUnyRIdS4"""	[]
136	1460672137253949441	b'@ThatKevinSmith @marcbernardin @SpiderManMovie @shangchi @TheEternals Gah. I\\u2019m so far behind.  Gonna binge the bajeezus out of Fat Man Beyond once I\\u2019ve actually seen the things you guys will be spoiling for my delicate ears.'	[]
137	1460670344956506113	b'RT @KenXyro: @Bosslogic @wongrel @SimuLiu @shangchi Shang-chi one of the best stuff MCU did \\U0001f525\\U0001f525\\U0001f525'	[]
138	1460670339688579086	"b""@Codeman43447853 @SFMarMendoza @that_mc @shangchi @disneyplus @KellieHwang Ok? That's your choice though..."""	[]
139	1460669449288052741	b'@C_Shangchi @GusConti /Billionaire Kishu \\u26a1\\ufe0f\\n\\nStealth launched less than 24 h ago \\u2757\\ufe0f\\n\\u25ac\\u25ac\\u25ac\\u25ac\\u25ac\\u25ac\\u25ac\\u25ac\\u25ac\\u25ac\\u25ac\\u25ac\\u25ac\\u25ac\\n\\U0001f4b8 Worldwide marketing by experienced team\\n\\U0001f48e Hottest tokenomics in BSC \\n\\U0001f512 Dev based AF\\n\\u26a1\\ufe0f Next moon shoot x1000\\n\\u25ac\\u25ac\\u25ac\\u25ac\\u25ac\\u25ac\\u25ac\\u25ac\\u25ac\\u25ac\\u25ac\\u25ac\\u25ac\\u25ac\\nTelegram @BillionaireKishu_BSC'	[]
140	1460669417864503298	"b""@ThatKevinSmith @marcbernardin @SpiderManMovie @shangchi @TheEternals Love me some Spider-man but it's no Clerks III trailer."""	[]
141	1460669167946903559	b'@SimuLiu @OldSpice @shangchi Saw it this weekend awesome movie \\U0001f91f'	[]
142	1460668968700506115	b'@Bosslogic @wongrel @SimuLiu @shangchi Did you try it in IMAX on D+? Ive only seen it in a normal cheap regional qld cinema.  So interested to see what the experience for it and eternals like elsewhere'	[]
143	1460668927214858245	b'@Marvel @shangchi Disgusting https://t.co/Vzi1FpKFN5'	[]
144	1460668344126693376	b'@Fanof_PowerStar @Hj24830355 @ROCKY83024441 @ibnahmad480 @RohitThayyil @shangchi @MarvelStudios When did i provoke others, are you dreaming or not'	[]
145	1460667478439305227	b'This is amazing if you have seen @shangchi https://t.co/bLp4uIczqL'	[]
146	1460667200256163846	b'RT @zhcngIiis: shang chi and the legend of the ten rings tony leung xu wenwu shang chi xialing film edit movie simu liu mcu marvel cinemati\\u2026'	[]
147	1460666926586208260	b'@Bosslogic @wongrel @SimuLiu @shangchi Shang-chi one of the best stuff MCU did \\U0001f525\\U0001f525\\U0001f525'	[]
148	1460666410900856832	"b""@dan_sanabria @SimuLiu @shangchi \\U0001f636ok so i'm sorry i don't care about this i'm already exhausted with this stuff"""	[]
149	1460665825703055361	b'@Bosslogic @wongrel @SimuLiu @shangchi Sickkkkk! \\U0001f4af \\U0001f44c'	[]
150	1460665708833124357	b'@SjSrwillis06 @shangchi My sons went to cinema to see it and I now regret not going with them\\U0001f62a'	[]
151	1460665679720321025	b'@Bosslogic @wongrel @SimuLiu @shangchi @wongrel needs to be the next Nick Fury.'	[]
152	1460665657524113423	"b""WTF ....From the beginning we knew that the dragon was the strongest and that no one could defeat him but... how the f*** this shangchi a new fighter and he doesn't know anything can defeat this f*** dragon ...btw it was a great movie https://t.co/Pz6VxUEcrC"""	[]
153	1460665471339016193	b'@JulesHu863 @shangchi I\\u2019ve been wanting to see this since they announced they were going to film it!!! But I have to actually pay attention on the first part so I can read the subtitles lol. So far so good!!'	[]
154	1460665451453640707	b'@Bosslogic @wongrel @SimuLiu @shangchi It was really good, I wasn\\u2019t expecting much from it but it surprised me.  My wife didn\\u2019t want to see the movie but her eyes were glued to the screen the moment it started.'	[]
155	1460665123014680587	b'@SjSrwillis06 @shangchi Watched it last night \\U0001f495 was sooooooo good\\U0001f618'	[]
156	1460664976591364103	b'@Bosslogic @wongrel @SimuLiu @shangchi Same ! Late af but glad i finally came around to watching it. Effects, story, and phenomenal action scenes.'	[]
157	1460664272199958530	b'If you haven\\u2019t watched @shangchi yet DO IT!! It is an absolute masterpiece and as an avid marvel fan it is definitely in my top 3 favourites after watching it once.'	[]
158	1460664174317559812	b'@Marvel @shangchi No. I was bored as hell when I watched in a few hours ago'	[]
159	1460664127622369285	b'@TMPDennis @shangchi @TalkMarvelPlus As a co-host and one of the MAIN chairs, I disagree. Stay tuned for Thursday!'	[]
160	1460664071225757697	b'@ThatKevinSmith @marcbernardin @SpiderManMovie @shangchi @TheEternals Hour &amp; a half before you go live'	[]
161	1460664045481041920	"b""@rajesh_1407 @RohitThayyil @shangchi @MarvelStudios Someone?? Who someone I Can't understand that bruhh could you please explain"""	[]
162	1460664006658736131	b'@jicox @shangchi I loved it, have fun!'	[]
163	1460663998475489281	"b""Is that's shangchi? Seriously \\U0001f62d\\U0001f62dwtf how can? They're doing watch NBA guys https://t.co/xL9664UzRm"""	[]
164	1460663992867688455	"b""Now Watching: ''Shang-Chi and the Legend of the Ten Rings (2021)''\\n\\n\\U0001f37f Disney+\\n\\nhttps://t.co/uctTDSNvqI https://t.co/Flnj5FBzh7"""	[]
165	1460663833404461059	b'@ThatKevinSmith @marcbernardin @SpiderManMovie @shangchi @TheEternals Yes.  Something to look forward to. \\U0001f44d'	[]
166	1460663733336698882	"b""@lovethundr @Bosslogic @wongrel @SimuLiu @shangchi Please don't be offended for coming at you like this but please stop calling God's name unnecessarily."""	[]
167	1460663647320039428	b'Bus operator\\u2019s breakdown of @shangchi sequence. \\U0001f602 https://t.co/Xz6KO2B141'	[]
168	1460663084167708676	b'RT @BrianScottLang: @yelenqvision WV- Ascension\\nTfatws- Louisiana Hero\\nLoki- Classic Builds\\nBW- Red Rising\\nSCatlottr- Xu ShangChi\\nEternals-\\u2026'	[]
169	1460662120685748227	b'If anyone needs me, I\\u2019ll be over here, finally watching @shangchi note that it\\u2019s on Disney+!!! \\U0001f601 https://t.co/qUG0SerPXk'	[]
170	1460661740694294532	"b""Marvel: Ready for more Marvel Studios' @ShangChi and The Legend of The Ten Rings? Get 11-Deleted Scenes, Bonus Features, a Gag Reel, and more, only on Digital Now: https://t.co/oWOoyQZ423 https://t.co/ou5CRgvDSc"""	[]
171	1460661593948266500	b'A great breakdown of the bus scene from @shangchi by an actual SFT bus driver. https://t.co/8PjqKqqYYx'	[]
172	1460660898943623171	"b'I watched ShangChi twice in theaters\\n1) I\'m South Asian, even though I\'m not Chinese, the film hit with me. I was telling myself in the theater, ""Yo, there\'s an Asian superhero, that\'s my Asian fam up there""\\n2) It was so good I had to watch it twice. \\u2764\\ufe0f'"	[]
