id	created_at	text	lang	hashtags
1461120717395738624	2021-11-17T23:54:59.000Z	b'RT @WillieJSmithII: Shang-Chi fan art! Loved the movie and had to it some love! #ShangChi #MCU #MarvelStudios https://t.co/4QTQKED8Xk'	en	['ShangChi', 'MCU', 'MarvelStudios']
1461120587150024705	2021-11-17T23:54:28.000Z	b'RT @ShangChiBR: A luz e a escurid\\xe3o. #ShangChi \\n\\nhttps://t.co/hbwjHTQYkd'	pt	['ShangChi']
1461120430253969408	2021-11-17T23:53:51.000Z	b'RT @star2020708: Shang chi #shangchi #marvel #marvelstudios #tenrings #\\u30b7\\u30e3\\u30f3\\u30c1\\u30fc\\u3000#\\u30de\\u30fc\\u30d9\\u30eb\\u3000#\\u30de\\u30fc\\u30d9\\u30eb\\u30b9\\u30bf\\u30b8\\u30aa\\u3000#\\u30c6\\u30f3\\u30ea\\u30f3\\u30b0\\u30b9\\u3000#\\u7d75\\u3000#\\u30a4\\u30e9\\u30b9\\u30c8 https://t.co/LNYDo6zFRv'	en	['shangchi', 'marvel', 'marvelstudios', 'tenrings', 'シャンチー', 'マーベル', 'マーベルスタジオ', 'テンリングス', '絵', 'イラスト']
1461120413010960386	2021-11-17T23:53:47.000Z	b'RT @ThatKevinSmith: At 7:30pst TONIGHT! @marcbernardin &amp; I ain\\u2019t afraid of no ghosts! Watch us review @Ghostbusters, the @SpiderManMovie tr\\u2026'	en	[]
1461120389011148810	2021-11-17T23:53:41.000Z	b'RT @SimuLiu: When your deodorant holder is also your roomie, sidekick, bff AND life coach??\\n\\nCatch Marvel Studios\\u2019 @ShangChi and The Legend\\u2026'	en	[]
1461120375551672328	2021-11-17T23:53:38.000Z	b'RT @SimuLiu: When your deodorant holder is also your roomie, sidekick, bff AND life coach??\\n\\nCatch Marvel Studios\\u2019 @ShangChi and The Legend\\u2026'	en	[]
1461120364742955015	2021-11-17T23:53:35.000Z	"b'""Sometimes #ShangChi and The Legend of The Ten Rings feels too good for the Marvel Cinematic Universe."" https://t.co/XnweUUsshH'"	en	['ShangChi']
1461120234098765835	2021-11-17T23:53:04.000Z	b'RT @starktrbl: THE EMOTION AND COLOR CONTRAST?? #ShangChi https://t.co/s1BomxMAFP'	en	['ShangChi']
1461120082696802313	2021-11-17T23:52:28.000Z	"b""RT @LiunaticFringe: We're happy that @simuliu gets to host #SNL and all (and #ShangChi rocks), but there's another Liu that really should b\\u2026"""	en	['SNL', 'ShangChi']
1461120006159142916	2021-11-17T23:52:10.000Z	b'RT @dododdoddo121: #shangchi #shangchikaty \\uc5c6\\uc5b4\\uc84c\\uc5b4..\\uc774\\ubaa8\\ud2f0\\ucf58..\\uc5c6\\uc5b4\\uc84c\\uc5b4....!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! https://t.\\u2026'	ko	['shangchi', 'shangchikaty']
1461119820238311434	2021-11-17T23:51:26.000Z	b'@C_Shangchi @AltCryptoGems https://t.co/E5wmbDJdos'	und	[]
1461119546945941507	2021-11-17T23:50:20.000Z	b'RT @SimuLiu: When your deodorant holder is also your roomie, sidekick, bff AND life coach??\\n\\nCatch Marvel Studios\\u2019 @ShangChi and The Legend\\u2026'	en	[]
1461119543951171587	2021-11-17T23:50:20.000Z	b'@vitinliberation @TheEternals @shangchi faz sentido kkkkkk'	pt	[]
1461119542839574531	2021-11-17T23:50:19.000Z	b'Shang chi #shangchi #marvel #marvelstudios #tenrings #\\u30b7\\u30e3\\u30f3\\u30c1\\u30fc\\u3000#\\u30de\\u30fc\\u30d9\\u30eb\\u3000#\\u30de\\u30fc\\u30d9\\u30eb\\u30b9\\u30bf\\u30b8\\u30aa\\u3000#\\u30c6\\u30f3\\u30ea\\u30f3\\u30b0\\u30b9\\u3000#\\u7d75\\u3000#\\u30a4\\u30e9\\u30b9\\u30c8 https://t.co/LNYDo6zFRv'	en	['shangchi', 'marvel', 'marvelstudios', 'tenrings', 'シャンチー', 'マーベル', 'マーベルスタジオ', 'テンリングス', '絵', 'イラスト']
1461119536623718400	2021-11-17T23:50:18.000Z	b'RT @ShangChiBR: Ent\\xe3o o assunto \\xe9 cair?! #ShangChi https://t.co/F9KITi88e1'	pt	['ShangChi']
1461119456390914053	2021-11-17T23:49:59.000Z	b'@Felps812 @TheEternals @shangchi acho que fazem an\\xfancio deles ap\\xf3s a anima\\xe7\\xe3o, amg (eu espero n\\xe9'	pt	[]
1461119371548504075	2021-11-17T23:49:39.000Z	b'Salvajada de peli #shangchi #Marvel'	es	['shangchi', 'Marvel']
1461119213989412876	2021-11-17T23:49:01.000Z	b'@ishshows @TheEternals @shangchi eles poderiam ter feito o an\\xfancio no DisneyDay, n\\xe3o teve e o evento flopou... https://t.co/WcSptU2x15'	pt	[]
1461119048767442952	2021-11-17T23:48:22.000Z	"b""RT @TheDragonFeeder: Wow!\\n\\nThat\\u2019s crazy, if true!!\\n\\n#ShangChi Sparks Outrage in #China Over 'Hidden' #TiananmenSquare Reference https://t.c\\u2026"""	en	['ShangChi', 'China', 'TiananmenSquare']
1461118866889875457	2021-11-17T23:47:38.000Z	b'@vitinliberation @TheEternals @shangchi shang chi \\xe9 t\\xe3o bom e merece demais uma continua\\xe7\\xe3o mas a Marvel desgra\\xe7ada n\\xe3o atualiza o calend\\xe1rio'	pt	[]
1461118774518632451	2021-11-17T23:47:16.000Z	b'@tayliviagf Vote for #ShangChi for #TheActionMovie of 2021 #PCAs https://t.co/7edFaFAt7D'	en	['ShangChi', 'TheActionMovie', 'PCAs']
1461118745108226050	2021-11-17T23:47:09.000Z	b'RT @ShangChiBR: Simplesmente uma das cenas mais lindas da hist\\xf3ria da Marvel. #ShangChi\\n\\nhttps://t.co/t7RtBWOHwJ'	pt	['ShangChi']
1461118685540761611	2021-11-17T23:46:55.000Z	b'@vitinliberation @TheEternals @shangchi Nem X-Men \\U0001f480\\U0001f480\\U0001f480'	hu	[]
1461118663835140114	2021-11-17T23:46:50.000Z	b'After watching it twice with my kids, #ShangChi is a top-tier MCU origin movie. So fun.'	en	['ShangChi']
1461118663168253954	2021-11-17T23:46:50.000Z	b'RT @ShangChiBR: Ent\\xe3o o assunto \\xe9 cair?! #ShangChi https://t.co/F9KITi88e1'	pt	['ShangChi']
1461118655278813186	2021-11-17T23:46:48.000Z	b'RT @starktrbl: THE EMOTION AND COLOR CONTRAST?? #ShangChi https://t.co/s1BomxMAFP'	en	['ShangChi']
1461118584466378753	2021-11-17T23:46:31.000Z	b'#ShangChi \\U0001f44c\\U0001f3fb\\U0001f44c\\U0001f3fb\\U0001f44c\\U0001f3fb'	und	['ShangChi']
1461118520025096192	2021-11-17T23:46:16.000Z	b'@emmascouting @shangchi @disneyplus @sourcitruslady But how did they get those monkeys to ride horses?'	en	[]
1461118396448362498	2021-11-17T23:45:46.000Z	b'@RhysIndigo @shangchi @disneyplus @sourcitruslady I saw it in theatre &amp; I\\u2019m a big fan https://t.co/wqYaJv3gn8'	en	[]
1461118370900848644	2021-11-17T23:45:40.000Z	b'RT @ShangChiBR: Ent\\xe3o o assunto \\xe9 cair?! #ShangChi https://t.co/F9KITi88e1'	pt	['ShangChi']
1461118111403454468	2021-11-17T23:44:38.000Z	b'RT @POC_Culture: This BTS pic of Tony Leung smiling while filming #ShangChi makes me feel warm and fuzzy. #Marvel #Wenwu @shangchi @MarvelS\\u2026'	en	['ShangChi', 'Marvel', 'Wenwu']
1461117929915772931	2021-11-17T23:43:55.000Z	b'Genos vs Shang-Chi\\n\\n#OnePunchMan #genos #MCU #shangchi #Marvel https://t.co/zcPS3RPkUd'	in	['OnePunchMan', 'genos', 'MCU', 'shangchi', 'Marvel']
1461117812630507527	2021-11-17T23:43:27.000Z	b'RT @magiantigoart: ok mas z\\xe9 bon\\xe9 me escuta--\\n\\n#spiderman #shangchi https://t.co/neXU5Hg6SU'	pt	['spiderman', 'shangchi']
1461117733236584450	2021-11-17T23:43:08.000Z	b'RT @magiantigoart: ok mas z\\xe9 bon\\xe9 me escuta--\\n\\n#spiderman #shangchi https://t.co/neXU5Hg6SU'	pt	['spiderman', 'shangchi']
1461117722113290244	2021-11-17T23:43:05.000Z	b'me cans\\xe9 de ser buena onda me voy a ver shangchi'	fr	[]
1461117674772127750	2021-11-17T23:42:54.000Z	b'RT @DUNKllIRK: #shangchi THE PRETTIEST FAMILY IN THE MCU https://t.co/GKffO0Yhji'	en	['shangchi']
1461117599937347584	2021-11-17T23:42:36.000Z	b'RT @SimuLiu: When your deodorant holder is also your roomie, sidekick, bff AND life coach??\\n\\nCatch Marvel Studios\\u2019 @ShangChi and The Legend\\u2026'	en	[]
1461117585794088966	2021-11-17T23:42:33.000Z	"b""RT @Bosslogic: Finally watched #shangChi I know I'm super late to the party, work is killing me \\U0001f62d loved the movie, the soundtrack was dope\\u2026"""	en	['shangChi']
1461117433385668609	2021-11-17T23:41:57.000Z	b'ADA LG AKU DIEJEK GR2 BELUM NONTON SHANGCHI, ETERNALS, pokok yg baru2. ya sori aku ini org nya binge watchers, sekali nonton langsung maraton banyak film, series. dan aku mau nonton eternals yg ga ada cut nya, ga kyk di bioskop. aku ga gatekeeping ya gais emg dia ngeselin kan.'	in	[]
1461117379497312258	2021-11-17T23:41:44.000Z	b'RT @magiantigoart: ok mas z\\xe9 bon\\xe9 me escuta--\\n\\n#spiderman #shangchi https://t.co/neXU5Hg6SU'	pt	['spiderman', 'shangchi']
1461117222047424515	2021-11-17T23:41:06.000Z	b'RT @magiantigoart: ok mas z\\xe9 bon\\xe9 me escuta--\\n\\n#spiderman #shangchi https://t.co/neXU5Hg6SU'	pt	['spiderman', 'shangchi']
1461117219698585607	2021-11-17T23:41:06.000Z	"b""Really enjoyed #ShangChi \\nMaybe not so superheroic but amazing Tony Leung added some drama to the movie. I even watched Wong Kar Wai's \\xabThe Grandmaster\\xbb with him after it. Unexpected cultural benefits of Marvel https://t.co/0Yu85tFq3g"""	en	['ShangChi']
1461117180863414273	2021-11-17T23:40:56.000Z	b'RT @ottoshi: \\u0e2d\\u0e37\\u0e49\\u0e2d\\u0e2b\\u0e37\\u0e2d!!! \\u0e43\\u0e04\\u0e23\\u0e27\\u0e48\\u0e32\\u0e2b\\u0e19\\u0e31\\u0e07\\u0e44\\u0e21\\u0e48\\u0e2a\\u0e19\\u0e38\\u0e01 \\u0e2b\\u0e19\\u0e31\\u0e07\\u0e44\\u0e21\\u0e48\\u0e14\\u0e35 #\\u0e40\\u0e16\\u0e35\\u0e22\\u0e07\\u0e40\\u0e2d\\u0e47\\u0e19\\u0e1b\\u0e39\\u0e14  #ShangChi https://t.co/HIew5tF8IH'	th	['เถียงเอ็นปูด', 'ShangChi']
1461117163238944773	2021-11-17T23:40:52.000Z	b'RT @ottoshi: \\u0e2d\\u0e37\\u0e49\\u0e2d\\u0e2b\\u0e37\\u0e2d!!! \\u0e43\\u0e04\\u0e23\\u0e27\\u0e48\\u0e32\\u0e2b\\u0e19\\u0e31\\u0e07\\u0e44\\u0e21\\u0e48\\u0e2a\\u0e19\\u0e38\\u0e01 \\u0e2b\\u0e19\\u0e31\\u0e07\\u0e44\\u0e21\\u0e48\\u0e14\\u0e35 #\\u0e40\\u0e16\\u0e35\\u0e22\\u0e07\\u0e40\\u0e2d\\u0e47\\u0e19\\u0e1b\\u0e39\\u0e14  #ShangChi https://t.co/HIew5tF8IH'	th	['เถียงเอ็นปูด', 'ShangChi']
1461116865816584194	2021-11-17T23:39:41.000Z	b'RT @kkkie__: \\u0e09\\u0e32\\u0e01\\u0e17\\u0e35\\u0e48\\u0e0a\\u0e2d\\u0e1a\\u0e17\\u0e35\\u0e48\\u0e2a\\u0e38\\u0e14 \\u0e1b\\u0e23\\u0e30\\u0e17\\u0e31\\u0e1a\\u0e43\\u0e08\\u0e17\\u0e35\\u0e48\\u0e2a\\u0e38\\u0e14 \\u0e43\\u0e19\\u0e2b\\u0e19\\u0e31\\u0e07\\u0e1a\\u0e23\\u0e23\\u0e22\\u0e32\\u0e22\\u0e08\\u0e34\\u0e15\\u0e21\\u0e31\\u0e07\\u0e01\\u0e23\\u0e41\\u0e15\\u0e48\\u0e02\\u0e2d\\u0e07\\u0e0a\\u0e32\\u0e07\\u0e0a\\u0e35 \\u0e41\\u0e15\\u0e48\\u0e22\\u0e31\\u0e22\\u0e19\\u0e49\\u0e2d\\u0e07\\u0e44\\u0e21\\u0e48\\u0e1e\\u0e39\\u0e14\\u0e40\\u0e22\\u0e2d\\u0e30\\u0e04\\u0e48\\u0e30 \\u0e08\\u0e49\\u0e2d\\u0e07\\u0e15\\u0e32\\u0e01\\u0e47\\u0e1e\\u0e2d \\u0e23\\u0e39\\u0e49\\u0e40\\u0e23\\u0e37\\u0e48\\u0e2d\\u0e07\\u0e40\\u0e25\\u0e22\\u0e27\\u0e48\\u0e32\\u0e09\\u0e31\\u0e19\\u0e01\\u0e47\\u0e21\\u0e35\\u0e08\\u0e34\\u0e15\\u0e21\\u0e31\\u0e07\\u2026'	th	[]
1461116803535421440	2021-11-17T23:39:26.000Z	b'@moviemenfes nah ini juga yang muncul di pikiranku pas nonton eternals dan ngelihat kapabilitas phastos. langsung keinget kalo ten rings disebut ga cocok sama artefak manapun plus usianya pasti jauh lebih lama daripada yang dikira shangchi, mana pas diteliti wong lagi ngirim sinyal kan'	in	[]
1461116752566312963	2021-11-17T23:39:14.000Z	b'RT @magiantigoart: ok mas z\\xe9 bon\\xe9 me escuta--\\n\\n#spiderman #shangchi https://t.co/neXU5Hg6SU'	pt	['spiderman', 'shangchi']
1461116693124722694	2021-11-17T23:39:00.000Z	b'Vc \\xe9 bom, mas te falta humor. #ShangChi https://t.co/gRhtT1XgMQ'	pt	['ShangChi']
1461116680243867650	2021-11-17T23:38:57.000Z	"b""#DisneyPlus @shangchi \\nWatching #shangchi again..because it's Bloody, Freaking, Awesome\\U0001f44d\\U0001f3fd\\U0001f60e 10/10 from both my partner @Dyza81 and i\\nWe highly recommend to watch, if you haven't already seen it yet. https://t.co/zyGbyx2yO0"""	en	['DisneyPlus', 'shangchi']
1461116542922469387	2021-11-17T23:38:24.000Z	b'RT @BarryKeoghan: Bro right now I am manifesting us two to be killing it together next \\u2764\\ufe0f#Druig #shangchi'	en	['Druig', 'shangchi']
1461116397732478986	2021-11-17T23:37:50.000Z	b'10/10 fuckin masterpiece \\u203c\\ufe0f\\U0001f525 #ShangChi https://t.co/gDrsUfKm1j'	en	['ShangChi']
1461116327658233856	2021-11-17T23:37:33.000Z	b'#ShangChi de #DisneyPlus ya disponible en todas nuestras programaciones desde $120 para tu #Roku o #Android.\\n\\n\\xbfQu\\xe9 esperas? \\xa1Contrata con los mejores! https://t.co/lL0pUZBrij'	es	['ShangChi', 'DisneyPlus', 'Roku', 'Android']
1461116295039049736	2021-11-17T23:37:25.000Z	b'RT @magiantigoart: ok mas z\\xe9 bon\\xe9 me escuta--\\n\\n#spiderman #shangchi https://t.co/neXU5Hg6SU'	pt	['spiderman', 'shangchi']
1461116191569817606	2021-11-17T23:37:00.000Z	b'RT @thinkershang: \\U0001f6a8\\xdaLTIMO DIA PARA VOTAR\\n\\nRT = VOTO\\n\\nVote for #ShangChi for #TheActionMovie of 2021 #PCAs https://t.co/PcW51mZiiH'	pt	['ShangChi', 'TheActionMovie', 'PCAs']
1461116170946236416	2021-11-17T23:36:56.000Z	b'RT @shangchi: #WeLoveMorris https://t.co/IF70suYl0e'	und	['WeLoveMorris']
1461116168685568002	2021-11-17T23:36:55.000Z	b'RT @RedWaves_V4: #shangchi\\n#shangchikaty\\n\\n\\uc774\\ubaa8\\uc9c0 \\ub3cc\\ub824\\uc918\\U0001f972'	ko	['shangchi', 'shangchikaty']
1461116121260699648	2021-11-17T23:36:44.000Z	b'RT @SimuLiu: When your deodorant holder is also your roomie, sidekick, bff AND life coach??\\n\\nCatch Marvel Studios\\u2019 @ShangChi and The Legend\\u2026'	en	[]
1461116105154568192	2021-11-17T23:36:40.000Z	"b""RT @Bosslogic: Finally watched #shangChi I know I'm super late to the party, work is killing me \\U0001f62d loved the movie, the soundtrack was dope\\u2026"""	en	['shangChi']
1461116062372560896	2021-11-17T23:36:30.000Z	"b""Had a great conversation today with Meng'er Zhang aka Xialing from #ShangChi.  We chat about her future in the sequel perhaps as a foe to @SimuLiu. \\n#Interview coming soon. https://t.co/WSmDUBjp0m"""	en	['ShangChi', 'Interview']
1461116046623051776	2021-11-17T23:36:26.000Z	b'RT @shangsfilm: no one\\u2019s doing it like him !\\n#shangchi https://t.co/0mSC5wRlxj'	en	['shangchi']
1461115671396425735	2021-11-17T23:34:56.000Z	"b""DO NOT TALK TO ME!\\n\\nI'm finally watching @shangchi !!!! \\U0001f525\\U0001f525\\U0001f525\\U0001f320\\U0001f320\\U0001f320\\U0001f387\\U0001f387\\U0001f387\\U0001f64c\\U0001f3fd\\U0001f64c\\U0001f3fd\\U0001f64c\\U0001f3fd\\u2764\\u2764\\u2764\\U0001f483\\U0001f3fd\\U0001f483\\U0001f3fd\\U0001f483\\U0001f3fd\\U0001f483\\U0001f3fd\\U0001f483\\U0001f3fd\\n\\n@SimuLiu I'M SCREAMING!!!!\\U0001f631\\U0001f631\\U0001f631\\U0001f631\\U0001f631\\U0001f631\\U0001f631\\U0001f631\\U0001f631\\U0001f30c"""	en	[]
1461115530258128906	2021-11-17T23:34:23.000Z	b'RT @marvel_shots: \\U0001f343 #ShangChi https://t.co/RgmSU1zKD3'	und	['ShangChi']
1461115486561878023	2021-11-17T23:34:12.000Z	"b""RT @Avengers: Ready for more Marvel Studios' @ShangChi and The Legend of The Ten Rings? Get 11-Deleted Scenes, Bonus Features, a Gag Reel,\\u2026"""	en	[]
1461115472456257542	2021-11-17T23:34:09.000Z	b'@OriginalFunko Would love a Morris POP from @shangchi'	en	[]
1461115380768800773	2021-11-17T23:33:47.000Z	b'RT @MCUPerfectGifs: Shang-Chi vs. The Mandarin \\n#ShangChi https://t.co/BXkRh3WE8r'	en	['ShangChi']
1461115357054136326	2021-11-17T23:33:41.000Z	b'RT @dorksofprey: ONE OF THE COOLEST MARVEL SCENES, IT WAS INSANE #SHANGCHI https://t.co/Pmc50Dn1s2'	en	['SHANGCHI']
1461115238959525892	2021-11-17T23:33:13.000Z	b'RT @magiantigoart: ok mas z\\xe9 bon\\xe9 me escuta--\\n\\n#spiderman #shangchi https://t.co/neXU5Hg6SU'	pt	['spiderman', 'shangchi']
1461115197020643339	2021-11-17T23:33:03.000Z	b'RT @thinkershang: \\U0001f6a8\\xdaLTIMO DIA PARA VOTAR\\n\\nRT = VOTO\\n\\nVote for #ShangChi for #TheActionMovie of 2021 #PCAs https://t.co/PcW51mZiiH'	pt	['ShangChi', 'TheActionMovie', 'PCAs']
1461115136412991494	2021-11-17T23:32:49.000Z	b'@emmascouting @shangchi @disneyplus @sourcitruslady So excited to see how you like this one.'	en	[]
1461115132449202183	2021-11-17T23:32:48.000Z	b'RT @RedWaves_V4: #shangchi\\n#shangchikaty\\n\\n\\uc774\\ubaa8\\uc9c0 \\ub3cc\\ub824\\uc918\\U0001f972'	ko	['shangchi', 'shangchikaty']
1461115080385433604	2021-11-17T23:32:36.000Z	b'#ShangChi\\n\\n\\u0628\\u0644\\u0627\\u0634\\u0643 \\u0645\\u0646 \\u0623\\u0641\\u0636\\u0644 \\u0627\\u0641\\u0644\\u0627\\u0645 \\u0645\\u0627\\u0631\\u0641\\u0644 \\u0627\\u062a\\u0645\\u0646\\u0649 \\u062a\\u0633\\u062a\\u0645\\u0631 \\u0639\\u0644\\u0649 \\u0646\\u0641\\u0633 \\u0627\\u0644\\u0645\\u0633\\u062a\\u0648\\u0649 \\u0641\\u064a \\u0628\\u0627\\u0642\\u064a \\u0627\\u0641\\u0644\\u0627\\u0645 \\u0627\\u0644\\u0633\\u0648\\u0644\\u0648 \\n\\u0642\\u0635\\u0647 \\u0628\\u062a\\u0646\\u0641\\u064a\\u0630 \\u0631\\u0627\\u0626\\u0639 \\u0648\\u0627\\u0644\\u0642\\u062a\\u0627\\u0644\\u0627\\u062a \\u0627\\u0644\\u0644\\u064a \\u0641\\u064a\\u0647 \\u0639\\u0638\\u064a\\u0645\\u0647 \\u0648\\u0627\\u0646\\u062a\\u0627\\u062c\\u0647\\u0627 \\u0642\\u0648\\u064a \\u060c\\u0627\\u0636\\u0627\\u0641\\u0647 \\u0634\\u062e\\u0635\\u064a\\u0647 \\u062c\\u0645\\u064a\\u0644\\u0647 \\u0644\\u0639\\u0627\\u0644\\u0645 \\u0645\\u0627\\u0631\\u0641\\u0644\\n \\u0627\\u0644\\u0641\\u0644\\u0645 \\u0627\\u0628\\u0647\\u0631\\u0646\\u064a \\u062c\\u062f\\u0627\\u064b \\u0648\\u0641\\u0627\\u0642 \\u062a\\u0648\\u0642\\u0639\\u0627\\u062a\\u064a https://t.co/udRZa6NWyc'	ar	['ShangChi']
1461115027893669890	2021-11-17T23:32:23.000Z	b'RT @spdrsgwen: some mcu stuff! #eternals #sersi #shangchi #katychen https://t.co/y06AbRw7yf'	en	['eternals', 'sersi', 'shangchi', 'katychen']
1461114860910137349	2021-11-17T23:31:43.000Z	b'a wonderful and detailed, very detailed, very very detailed, review of the bus scene in #ShangChi from a slightly obsessive public transport perspective https://t.co/TQNv2yQqYE'	en	['ShangChi']
1461114838487293958	2021-11-17T23:31:38.000Z	b'RT @ShangChiBR: Ent\\xe3o o assunto \\xe9 cair?! #ShangChi https://t.co/F9KITi88e1'	pt	['ShangChi']
1461114814726615040	2021-11-17T23:31:32.000Z	b'RT @DUNKllIRK: #shangchi THE PRETTIEST FAMILY IN THE MCU https://t.co/GKffO0Yhji'	en	['shangchi']
1461114784426835968	2021-11-17T23:31:25.000Z	b'#shangchi\\n#shangchikaty\\n\\n\\uc774\\ubaa8\\uc9c0 \\ub3cc\\ub824\\uc918\\U0001f972'	ko	['shangchi', 'shangchikaty']
1461114783147728901	2021-11-17T23:31:25.000Z	b'RT @DUNKllIRK: #shangchi THE PRETTIEST FAMILY IN THE MCU https://t.co/GKffO0Yhji'	en	['shangchi']
